county,name,rep_votes,dem_votes,lib_votes,ind_votes,win_code
Shawnee,177 TP-65,208,211,25,0,24
Shawnee,177 WP-11-05,89,190,16,0,26
Shawnee,177 WP-11-04,135,261,20,0,26
Shawnee,177 TP-01,190,208,25,0,24
Shawnee,177 WP-03-07,42,113,4,0,27
Shawnee,177 TP-30,192,205,13,0,25
Shawnee,177 TP-87,183,155,10,0,15
Shawnee,177 TP-43,256,248,14,0,14
Shawnee,177 TP-89,75,43,3,0,16
Shawnee,177 WP-15-02,93,202,11,0,26
Shawnee,177 TP-52,8,10,1,0,25
Shawnee,177 WP-01-01,45,114,8,0,26
Shawnee,177 WP-03-10,3,8,2,0,26
Shawnee,177 WP-11-09,107,176,18,0,25
Shawnee,177 TP-32,218,214,21,0,14
Shawnee,177 WP-12-14,142,171,13,0,25
Shawnee,177 TP-15,125,134,12,0,24
Shawnee,177 WP-02-06,41,104,9,0,26
Shawnee,177 TP-73,317,235,22,0,15
Shawnee,177 WP-14-05,191,152,4,0,15
Shawnee,177 TP-92,174,190,7,0,25
Shawnee,177 TP-28,161,207,17,0,25
Shawnee,177 TP-74,205,162,24,0,15
Shawnee,177 WP-06-01,30,120,7,0,27
Shawnee,177 WP-09-06,105,195,9,0,26
Shawnee,177 WP-05-01,34,127,8,0,27
Shawnee,177 WP-04-08,45,118,11,0,26
Shawnee,177 WP-06-05,104,209,16,0,26
Shawnee,177 TP-84,51,56,4,0,25
Shawnee,177 TP-48,151,255,19,0,26
Shawnee,177 TP-53,64,106,8,0,25
Shawnee,177 WP-08-10,131,139,8,0,25
Shawnee,177 TP-26,170,237,10,0,25
Shawnee,177 WP-12-20,176,241,20,0,25
Shawnee,177 TP-85,82,118,5,0,25
Shawnee,177 WP-07-09,73,135,7,0,26
Shawnee,177 WP-01-05,140,200,22,0,25
Shawnee,177 WP-02-01,76,148,20,0,26
Shawnee,177 WP-01-02,55,149,8,0,27
Shawnee,177 TP-62,26,21,2,0,15
Shawnee,177 TP-55,29,33,8,0,24
Shawnee,177 WP-05-06,33,108,6,0,27
Shawnee,177 WP-08-07,55,154,7,0,27
Shawnee,177 WP-12-06,146,267,14,0,26
Shawnee,177 TP-25,178,211,26,0,25
Shawnee,177 WP-08-11,118,222,11,0,26
Shawnee,177 WP-05-09,123,222,10,0,26
Shawnee,177 TP-64,94,161,22,0,25
Shawnee,177 WP-11-03,69,143,6,0,26
Shawnee,177 TP-99,38,34,4,0,15
Shawnee,177 WP-05-02,34,128,15,0,27
Shawnee,177 WP-03-05,26,80,8,0,27
Shawnee,177 TP-95,217,212,10,0,14
Shawnee,177 WP-05-11,113,212,15,0,26
Shawnee,177 TP-93,151,146,5,0,15
Shawnee,177 WP-02-08,9,87,6,0,28
Shawnee,177 WP-10-04,121,165,15,0,25
Shawnee,177 WP-12-13,199,219,15,0,25
Shawnee,177 WP-03-06,44,88,9,0,26
Shawnee,177 WP-04-10,52,192,15,0,27
Shawnee,177 TP-91,277,239,17,0,15
Shawnee,177 WP-07-06,70,123,12,0,26
Shawnee,177 WP-06-07,38,77,7,0,26
Shawnee,177 WP-12-05,173,211,17,0,25
Shawnee,177 WP-08-04,86,225,9,0,27
Shawnee,177 WP-09-11,95,192,9,0,26
Shawnee,177 WP-06-02,27,118,14,0,27
Shawnee,177 TP-12,145,136,12,0,14
Shawnee,177 TP-39,205,238,15,0,25
Shawnee,177 TP-49,118,160,3,0,25
Shawnee,177 WP-04-06,96,165,8,0,26
Shawnee,177 WP-01-I,0,0,0,0,0
Shawnee,177 TP-81,168,142,15,0,15
Shawnee,177 WP-05-15,20,29,2,0,25
Shawnee,177 TP-36,184,267,19,0,25
Shawnee,177 WP-09-03,154,249,12,0,26
Shawnee,177 WP-08-02,57,174,13,0,27
Shawnee,177 TP-15,0,0,0,0,0
Shawnee,177 WP-14-04,314,287,16,0,15
Shawnee,177 WP-03-09,53,127,7,0,26
Shawnee,177 WP-01-03,50,117,6,0,26
Shawnee,177 WP-11-02,103,185,7,0,26
Shawnee,177 WP-07-10,58,158,10,0,26
Shawnee,177 WP-10-03,201,287,17,0,25
Shawnee,177 WP-02-11,44,99,6,0,26
Shawnee,177 WP-12-07,146,234,17,0,25
Shawnee,177 WP-07-05,93,135,19,0,25
Shawnee,177 WP-12-04,188,234,13,0,25
Shawnee,177 WP-09-08,123,222,25,0,26
Shawnee,177 WP-10-08,75,163,17,0,26
Shawnee,177 WP-07-04,106,191,5,0,26
Shawnee,177 WP-12-31,122,141,16,0,25
Shawnee,177 WP-03-03,29,113,7,0,27
Shawnee,177 WP-05-08,47,112,12,0,26
Shawnee,177 WP-04-12,0,15,1,0,29
Shawnee,177 WP-14-01,216,316,17,0,25
Shawnee,177 WP-09-09,95,172,11,0,26
Shawnee,177 WP-13-21,22,44,2,0,26
Shawnee,177 TP-31,262,342,19,0,25
Shawnee,177 WP-12-02,53,134,19,0,26
Shawnee,177 TP-57,191,254,10,0,25
Shawnee,177 WP-04-15,51,87,2,0,26
Shawnee,177 TP-46,131,140,6,0,25
Shawnee,177 WP-02-05,45,145,8,0,27
Shawnee,177 WP-04-04,29,176,12,0,28
Shawnee,177 TP-80,217,193,8,0,15
Sedgwick,173 101,292,402,44,0,25
Sedgwick,173 102,294,403,28,0,25
Sedgwick,173 103,26,68,7,0,26
Sedgwick,173 104,14,12,4,0,14
Sedgwick,173 105,93,296,23,0,27
Sedgwick,173 106,127,551,37,0,27
Sedgwick,173 107,421,664,34,0,25
Sedgwick,173 108,175,400,30,0,26
Sedgwick,173 109,196,473,33,0,26
Sedgwick,173 110,439,639,53,0,25
Sedgwick,173 111,118,168,9,0,25
Sedgwick,173 112,203,549,32,0,27
Sedgwick,173 113,47,446,17,0,28
Sedgwick,173 114,22,406,14,0,29
Sedgwick,173 116,50,593,19,0,28
Sedgwick,173 117,40,560,13,0,29
Sedgwick,173 118,89,648,25,0,28
Sedgwick,173 119,132,454,24,0,27
Sedgwick,173 120,167,411,24,0,26
Sedgwick,173 121,282,373,19,0,25
Sedgwick,173 122,398,599,31,0,25
Sedgwick,173 123,153,123,17,0,15
Sedgwick,173 124,0,1,0,0,29
Sedgwick,173 127,107,86,17,0,15
Sedgwick,173 128,328,478,35,0,25
Sedgwick,173 129,58,88,15,0,25
Sedgwick,173 130,150,277,30,0,26
Sedgwick,173 205,65,125,16,0,26
Sedgwick,173 206,99,129,6,0,25
Sedgwick,173 207,543,716,46,0,25
Sedgwick,173 208,106,136,15,0,25
Sedgwick,173 209,234,361,21,0,25
Sedgwick,173 210,308,424,39,0,25
Sedgwick,173 211,271,265,16,0,14
Sedgwick,173 212,472,567,22,0,25
Sedgwick,173 213,606,528,38,0,15
Sedgwick,173 214,643,417,20,0,15
Sedgwick,173 215,725,684,24,0,15
Sedgwick,173 216,457,428,18,0,15
Sedgwick,173 217,656,438,21,0,15
Sedgwick,173 218,835,681,39,0,15
Sedgwick,173 221,388,294,21,0,15
Sedgwick,173 222,521,415,21,0,15
Sedgwick,173 223,664,460,31,0,15
Sedgwick,173 224,500,547,59,0,24
Sedgwick,173 225,533,559,56,0,24
Sedgwick,173 226,871,583,41,0,15
Sedgwick,173 227,504,288,21,0,16
Sedgwick,173 228,741,302,23,0,16
Sedgwick,173 233,151,134,12,0,15
Sedgwick,173 235,79,143,9,0,26
Sedgwick,173 236,438,258,11,0,16
Sedgwick,173 239,15,4,0,0,17
Sedgwick,173 241,161,110,5,0,15
Sedgwick,173 301,139,165,20,0,25
Sedgwick,173 302,219,310,54,0,25
Sedgwick,173 303,127,118,21,0,14
Sedgwick,173 304,120,172,19,0,25
Sedgwick,173 305,383,583,52,0,25
Sedgwick,173 306,324,541,62,0,25
Sedgwick,173 307,144,233,23,0,25
Sedgwick,173 308,243,413,37,0,25
Sedgwick,173 309,326,436,50,0,25
Sedgwick,173 310,134,201,27,0,25
Sedgwick,173 311,147,141,20,0,14
Sedgwick,173 312,120,160,24,0,25
Sedgwick,173 313,331,481,58,0,25
Sedgwick,173 314,342,394,59,0,24
Sedgwick,173 315,235,307,63,0,25
Sedgwick,173 316,366,313,53,0,15
Sedgwick,173 317,7,5,0,0,15
Sedgwick,173 318,13,9,1,0,15
Sedgwick,173 319,57,118,11,0,26
Sedgwick,173 320,33,76,13,0,26
Sedgwick,173 321,1,14,3,0,27
Sedgwick,173 324,98,153,19,0,25
Sedgwick,173 325,263,339,43,0,25
Sedgwick,173 326,26,41,6,0,25
Sedgwick,173 401,226,182,19,0,15
Sedgwick,173 402,239,191,14,0,15
Sedgwick,173 403,408,252,19,0,16
Sedgwick,173 404,395,467,50,0,25
Sedgwick,173 405,296,336,42,0,24
Sedgwick,173 406,234,276,53,0,24
Sedgwick,173 407,30,43,3,0,25
Sedgwick,173 408,223,309,41,0,25
Sedgwick,173 409,121,173,27,0,25
Sedgwick,173 410,839,541,47,0,15
Sedgwick,173 412,765,526,69,0,15
Sedgwick,173 413,539,413,49,0,15
Sedgwick,173 414,115,87,5,0,15
Sedgwick,173 416,381,260,29,0,15
Sedgwick,173 417,222,257,29,0,25
Sedgwick,173 418,351,352,51,0,24
Sedgwick,173 419,261,359,36,0,25
Sedgwick,173 420,327,325,48,0,14
Sedgwick,173 422,216,187,32,0,14
Sedgwick,173 423,243,241,38,0,14
Sedgwick,173 424,72,84,15,0,24
Sedgwick,173 425,501,415,70,0,15
Sedgwick,173 429,153,182,20,0,25
Sedgwick,173 433,115,113,10,0,14
Sedgwick,173 437,134,83,14,0,15
Sedgwick,173 503,383,353,49,0,14
Sedgwick,173 504,257,267,22,0,24
Sedgwick,173 506,542,448,42,0,15
Sedgwick,173 507,476,448,54,0,14
Sedgwick,173 508,425,413,32,0,14
Sedgwick,173 509,441,369,29,0,15
Sedgwick,173 510,730,465,19,0,16
Sedgwick,173 512,1027,729,51,0,15
Sedgwick,173 513,340,162,12,0,16
Sedgwick,173 514,660,521,28,0,15
Sedgwick,173 515,561,473,41,0,15
Sedgwick,173 516,396,304,28,0,15
Sedgwick,173 517,351,346,37,0,14
Sedgwick,173 518,495,364,28,0,15
Sedgwick,173 519,472,473,45,0,24
Sedgwick,173 522,534,379,38,0,15
Sedgwick,173 523,518,408,33,0,15
Sedgwick,173 524,822,648,52,0,15
Sedgwick,173 525,494,482,45,0,14
Sedgwick,173 526,601,419,47,0,15
Sedgwick,173 527,572,439,34,0,15
Sedgwick,173 530,647,348,26,0,16
Sedgwick,173 531,953,652,41,0,15
Sedgwick,173 534,64,30,2,0,16
Sedgwick,173 538,116,80,5,0,15
Sedgwick,173 539,274,204,30,0,15
Sedgwick,173 601,136,345,22,0,26
Sedgwick,173 602,402,492,57,0,25
Sedgwick,173 603,284,173,14,0,16
Sedgwick,173 604,396,456,68,0,24
Sedgwick,173 605,153,179,14,0,25
Sedgwick,173 606,114,167,11,0,25
Sedgwick,173 607,320,809,47,0,26
Sedgwick,173 608,161,464,36,0,27
Sedgwick,173 609,383,825,73,0,26
Sedgwick,173 610,426,503,56,0,25
Sedgwick,173 611,223,247,29,0,24
Sedgwick,173 612,523,639,49,0,25
Sedgwick,173 613,402,517,35,0,25
Sedgwick,173 614,137,197,23,0,25
Sedgwick,173 615,229,569,49,0,26
Sedgwick,173 616,205,210,41,0,24
Sedgwick,173 617,88,142,36,0,25
Sedgwick,173 618,442,440,31,0,14
Sedgwick,173 619,412,485,50,0,25
Sedgwick,173 621,23,14,0,0,16
Sedgwick,173 622,668,460,41,0,15
Sedgwick,173 623,589,368,38,0,15
Sedgwick,173 624,29,39,4,0,25
Sedgwick,173 627,37,34,6,0,14
Sedgwick,173 AF,413,198,17,0,16
Sedgwick,173 AT02,58,42,5,0,15
Sedgwick,173 AT03,328,142,10,0,16
Sedgwick,173 AT04,2,1,0,0,16
Sedgwick,173 AT05,128,76,4,0,16
Sedgwick,173 AT06,40,3,0,0,19
Sedgwick,173 AT08,33,11,2,0,17
Sedgwick,173 BA01,618,462,40,0,15
Sedgwick,173 BA02,493,467,33,0,14
Sedgwick,173 BA03,385,299,28,0,15
Sedgwick,173 DB11,532,397,42,0,15
Sedgwick,173 DB12,273,241,9,0,15
Sedgwick,173 DB14,205,146,14,0,15
Sedgwick,173 DB15,24,4,1,0,18
Sedgwick,173 DB21,263,225,42,0,14
Sedgwick,173 DB22,292,257,18,0,15
Sedgwick,173 DB23,374,311,25,0,15
Sedgwick,173 DB24,76,50,5,0,15
Sedgwick,173 DB25,20,27,4,0,25
Sedgwick,173 DB31,125,79,8,0,15
Sedgwick,173 DB32,331,302,26,0,15
Sedgwick,173 DB36,454,396,29,0,15
Sedgwick,173 DB37,61,61,7,0,00
Sedgwick,173 DB41,203,178,19,0,15
Sedgwick,173 DB42,841,596,43,0,15
Sedgwick,173 DL02,0,0,0,0,00
Sedgwick,173 DL03,1,1,0,0,00
Sedgwick,173 DL04,0,1,0,0,29
Sedgwick,173 EA,202,160,10,0,15
Sedgwick,173 ER,21,15,4,0,15
Sedgwick,173 GA,524,237,19,0,16
Sedgwick,173 GD,164,58,5,0,17
Sedgwick,173 GN01,422,190,24,0,16
Sedgwick,173 GO,805,487,49,0,16
Sedgwick,173 GR,248,109,24,0,16
Sedgwick,173 GY01,804,455,49,0,16
Sedgwick,173 GY02,8,10,0,0,25
Sedgwick,173 GY03,17,17,5,0,00
Sedgwick,173 HA11,314,288,34,0,14
Sedgwick,173 HA21,339,302,51,0,14
Sedgwick,173 HA31,360,318,58,0,14
Sedgwick,173 HA41,332,266,34,0,15
Sedgwick,173 HA42,86,49,7,0,16
Sedgwick,173 IL01,479,199,31,0,16
Sedgwick,173 KE01,12,1,0,0,19
Sedgwick,173 KE03,408,309,24,0,15
Sedgwick,173 KE04,17,16,3,0,14
Sedgwick,173 KE07,9,7,2,0,15
Sedgwick,173 KE08,8,3,0,0,17
Sedgwick,173 LI,170,73,9,0,16
Sedgwick,173 MI01,696,360,16,0,16
Sedgwick,173 MI02,237,198,12,0,15
Sedgwick,173 MI03,7,4,1,0,15
Sedgwick,173 MI04,1,0,1,0,00
Sedgwick,173 MI05,0,2,0,0,29
Sedgwick,173 MI07,4,7,0,0,26
Sedgwick,173 MI09,97,95,15,0,14
Sedgwick,173 MI14,62,35,2,0,16
Sedgwick,173 MO,495,372,44,0,15
Sedgwick,173 MV01,283,252,18,0,15
Sedgwick,173 MV02,628,556,59,0,15
Sedgwick,173 NI01,126,57,6,0,16
Sedgwick,173 NI,494,367,31,0,15
Sedgwick,173 OH01,344,175,21,0,16
Sedgwick,173 PA01,141,62,7,0,16
Sedgwick,173 PA02,67,41,6,0,15
Sedgwick,173 PA05,645,404,43,0,15
Sedgwick,173 PA06,31,21,2,0,15
Sedgwick,173 PA09,5,2,0,0,17
Sedgwick,173 PC11,188,171,23,0,14
Sedgwick,173 PC13,68,55,6,0,15
Sedgwick,173 PC21,332,261,32,0,15
Sedgwick,173 PC31,360,358,42,0,14
Sedgwick,173 PC43,117,95,7,0,15
Sedgwick,173 PY01,312,122,12,0,16
Sedgwick,173 RI01,20,14,4,0,15
Sedgwick,173 RI03,82,140,18,0,25
Sedgwick,173 RI06,62,55,4,0,15
Sedgwick,173 RI07,93,94,20,0,24
Sedgwick,173 RI13,4,3,0,0,15
Sedgwick,173 RO01,229,127,17,0,16
Sedgwick,173 RO03,144,90,11,0,15
Sedgwick,173 SA01,463,255,49,0,16
Sedgwick,173 SA02,304,220,22,0,15
Sedgwick,173 SH,385,187,15,0,16
Sedgwick,173 UN01,622,182,18,0,17
Sedgwick,173 UN02,39,17,3,0,16
Sedgwick,173 VA,227,138,27,0,15
Sedgwick,173 VC11,323,215,33,0,15
Sedgwick,173 VC21,338,255,21,0,15
Sedgwick,173 VC31,288,181,25,0,15
Sedgwick,173 VC41,233,182,30,0,15
Sedgwick,173 VC42,107,67,13,0,15
Sedgwick,173 VI,115,61,14,0,16
Sedgwick,173 WA01,34,17,2,0,16
Sedgwick,173 WA02,139,63,9,0,16
Sedgwick,173 WA03,9,3,0,0,17
Sedgwick,173 WA12,2,0,0,0,19
